geography_type,geography_name,occupation,occupation_group,occ_abb,demand_entry,demand_ticker,demand_entry_sl,demand_entry_fe,demand_entry_he,reg_salary,reg_salary_label,lq,lq_label,fe_opportunity_score,he_opportunity_score,fe_opportunity_level,he_opportunity_level 
LEPplus,GLOUCESTERSHIRE,Design Occupations,Associate Professional And Technical Occupations,Design Occs,111,Low,19,18,70,33600,High,0.663745012937857,Very Low,,76,,High
LEPplus,GREATER BIRMINGHAM AND SOLIHULL,Design Occupations,Associate Professional And Technical Occupations,Design Occs,373,Low,65,59,234,37700,High,0.795251807194694,Low,12,61,Low,Medium
LEPplus,GREATER CAMBRIDGE & GREATER PETERBOROUGH,Design Occupations,Associate Professional And Technical Occupations,Design Occs,355,Low,61,59,221,36300,High,,Very Low,15,,Low,
LEPplus,GREATER LINCOLNSHIRE,Design Occupations,Associate Professional And Technical Occupations,Design Occs,74,Low,13,13,46,31000,Medium,0.281136517288768,Very Low,,,,
LEPplus,GREATER MANCHESTER,Design Occupations,Associate Professional And Technical Occupations,Design Occs,829,Low,143,133,518,38600,High,1.20381823621078,High,10,71,Low,High
LEPplus,HEART OF THE SOUTH WEST,Design Occupations,Associate Professional And Technical Occupations,Design Occs,200,Low,34,34,124,33900,High,0.457391290504907,Very Low,,57,,Medium
LEPplus,HERTFORDSHIRE,Design Occupations,Associate Professional And Technical Occupations,Design Occs,539,Medium,92,89,335,34900,High,1.63638499289183,Very High,43,81,Medium,High
LEPplus,HUMBER,Design Occupations,Associate Professional And Technical Occupations,Design Occs,55,Low,9,9,34,31200,Medium,0.240714462093006,Very Low,,,,
LEPplus,LANCASHIRE,Design Occupations,Associate Professional And Technical Occupations,Design Occs,203,Low,35,34,125,28400,Medium,0.553273271021624,Very Low,,53,,Medium
LEPplus,LEEDS CITY REGION,Design Occupations,Associate Professional And Technical Occupations,Design Occs,551,Low,94,90,343,39500,High,0.713465761320622,Low,6,52,Very Low,Medium
LEPplus,LEICESTER AND LEICESTERSHIRE,Design Occupations,Associate Professional And Technical Occupations,Design Occs,418,Medium,72,67,261,33100,High,1.61128437355205,Very High,24,50,Low,Medium
LEPplus,LIVERPOOL CITY REGION,Design Occupations,Associate Professional And Technical Occupations,Design Occs,141,Low,24,23,88,37500,High,0.388670308317758,Very Low,,51,,Medium
LEPplus,LONDON,Design Occupations,Associate Professional And Technical Occupations,Design Occs,5576,Medium,959,915,3474,45900,Very High,2.3341932060894,Very High,28,70,Low,High
LEPplus,NEW ANGLIA,Design Occupations,Associate Professional And Technical Occupations,Design Occs,287,Low,50,45,180,38800,High,0.708466956055071,Low,,57,,Medium
LEPplus,NORTH EAST,Design Occupations,Associate Professional And Technical Occupations,Design Occs,123,Low,21,20,77,36900,High,0.256083025517963,Very Low,,42,,Medium
LEPplus,NORTHAMPTONSHIRE,Design Occupations,Associate Professional And Technical Occupations,Design Occs,257,Medium,44,43,160,37500,High,1.31391752406165,High,,81,,High
LEPplus,OXFORDSHIRE LEP,Design Occupations,Associate Professional And Technical Occupations,Design Occs,222,Low,38,39,137,37800,High,,Very Low,,,,
LEPplus,SHEFFIELD CITY REGION,Design Occupations,Associate Professional And Technical Occupations,Design Occs,153,Low,26,25,95,39100,High,0.330930056146994,Very Low,,47,,Medium
LEPplus,SOLENT,Design Occupations,Associate Professional And Technical Occupations,Design Occs,361,Medium,63,63,223,41900,High,1.10308911596635,Average,2,52,Very Low,Medium
LEPplus,SOUTH EAST,Design Occupations,Associate Professional And Technical Occupations,Design Occs,772,Low,133,129,480,36000,High,0.739905191926767,Low,14,84,Low,High
LEPplus,SOUTH EAST MIDLANDS,Design Occupations,Associate Professional And Technical Occupations,Design Occs,626,Medium,108,104,389,40100,High,1.28273817429113,High,34,89,Medium,High
LEPplus,STOKE-ON-TRENT AND STAFFORDSHIRE,Design Occupations,Associate Professional And Technical Occupations,Design Occs,81,Low,14,13,51,34800,High,0.280371402079105,Very Low,,39,,Medium
LEPplus,SWANSEA BAY CITY REGION,Design Occupations,Associate Professional And Technical Occupations,Design Occs,22,Low,4,4,14,37400,High,0.134609303571518,Very Low,,,,
LEPplus,SWINDON AND WILTSHIRE,Design Occupations,Associate Professional And Technical Occupations,Design Occs,141,Low,24,24,88,40800,High,0.750428229759427,Low,,,,
LEPplus,TEES VALLEY,Design Occupations,Associate Professional And Technical Occupations,Design Occs,35,Low,6,6,22,29500,Medium,0.220091453402454,Very Low,,,,
LEPplus,THAMES VALLEY BERKSHIRE,Design Occupations,Associate Professional And Technical Occupations,Design Occs,390,Medium,67,64,243,53600,Very High,1.570625327657,Very High,41,95,Medium,Very High
LEPplus,THE MARCHES,Design Occupations,Associate Professional And Technical Occupations,Design Occs,63,Low,11,10,39,36800,High,0.36197524116854,Very Low,,,,
LEPplus,WEST OF ENGLAND,Design Occupations,Associate Professional And Technical Occupations,Design Occs,287,Low,50,48,178,38800,High,0.93148382859361,Average,,56,,Medium
LEPplus,WORCESTERSHIRE,Design Occupations,Associate Professional And Technical Occupations,Design Occs,50,Low,8,8,32,29500,Medium,0.335377452803739,Very Low,,,,
LEPplus,"YORK, NORTH YORKSHIRE AND EAST RIDING",Design Occupations,Associate Professional And Technical Occupations,Design Occs,163,Low,29,25,102,36000,High,0.541795179044971,Very Low,,,,
LEPplus,BELFAST METROPOLITAN AREA,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,346,Medium,104,198,39,30200,Medium,0.807788999935461,Low,64,,Medium,
LEPplus,BLACK COUNTRY,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,445,Medium,145,226,66,27300,Medium,0.891869650747868,Average,39,57,Medium,Medium
LEPplus,BUCKINGHAMSHIRE THAMES VALLEY,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,369,Medium,124,179,59,36100,High,1.38404875469128,High,74,66,High,High
LEPplus,CARDIFF CAPITAL REGION,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,267,Medium,74,168,22,34100,High,0.427310093827636,Very Low,30,,Low,
LEPplus,CHESHIRE AND WARRINGTON,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,388,Medium,99,268,19,46200,Very High,0.877175644655658,Average,45,,Medium,
LEPplus,COAST TO CAPITAL,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,1488,Medium,471,795,201,33000,High,1.5057864977375,Very High,54,60,Medium,Medium
LEPplus,CORNWALL AND THE ISLES OF SCILLY,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,164,Medium,43,109,11,32800,High,0.656004535816899,Very Low,39,,Medium,
LEPplus,COVENTRY AND WARWICKSHIRE,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,554,Medium,188,264,92,31700,High,1.28962175730795,High,49,70,Medium,High
LEPplus,CUMBRIA,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,189,Medium,51,123,13,31600,High,0.778116347877418,Low,68,,High,
LEPplus,"DERBY, DERBYSHIRE, NOTTINGHAM AND NOTTINGHAMSHIRE",Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,675,Medium,195,407,65,29800,Medium,0.652904676065003,Very Low,48,47,Medium,Medium
LEPplus,DORSET,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,459,Medium,154,224,74,32400,High,1.2824221770434,High,62,75,Medium,High
LEPplus,EDINBURGH AND THE LOTHIANS,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,591,Medium,193,300,88,34900,High,1.36184186684303,High,68,60,High,Medium
LEPplus,ENTERPRISE M3,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,1034,Medium,322,566,133,32900,High,1.37293888673455,High,46,74,Medium,High
LEPplus,GLASGOW CITY REGION,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,636,Medium,199,346,82,28700,Medium,0.732415073767472,Low,69,60,High,Medium
LEPplus,GLOUCESTERSHIRE,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,376,Medium,110,223,39,28500,Medium,1.201701798084,High,42,,Medium,
LEPplus,GREATER BIRMINGHAM AND SOLIHULL,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,927,Medium,307,459,145,28000,Medium,1.05634587532848,Average,47,51,Medium,Medium
LEPplus,GREATER CAMBRIDGE & GREATER PETERBOROUGH,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,735,Medium,199,477,53,29200,Medium,,Very Low,50,,Medium,
LEPplus,GREATER LINCOLNSHIRE,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,338,Medium,101,195,38,25700,Medium,0.686329734887938,Low,44,,Medium,
LEPplus,GREATER MANCHESTER,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,1088,Medium,322,637,116,26700,Medium,0.844434282690058,Average,40,57,Medium,Medium
LEPplus,HEART OF THE SOUTH WEST,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,1087,Medium,359,542,168,33700,High,1.3286727036435,High,45,54,Medium,Medium
LEPplus,HERTFORDSHIRE,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,799,Medium,242,455,92,33800,High,1.29650464166483,High,53,70,Medium,High
LEPplus,HUMBER,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,296,Medium,90,169,34,29100,Medium,0.692407524566245,Low,38,,Medium,
LEPplus,LANCASHIRE,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,572,Medium,158,363,46,26900,Medium,0.833240276573736,Low,39,,Medium,
LEPplus,LEEDS CITY REGION,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,1027,Medium,319,562,131,32200,High,0.710759306715342,Low,40,40,Medium,Medium
LEPplus,LEICESTER AND LEICESTERSHIRE,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,481,Medium,156,247,70,33200,High,0.990995229144048,Average,43,54,Medium,Medium
LEPplus,LIVERPOOL CITY REGION,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,514,Medium,132,354,26,28700,Medium,0.757279054745583,Low,46,,Medium,
LEPplus,LONDON,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,4376,Medium,1247,2686,399,35200,High,0.979088439579424,Average,57,60,Medium,Medium
LEPplus,NEW ANGLIA,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,603,Medium,174,365,58,25100,Medium,0.795583171478486,Low,50,68,Medium,High
LEPplus,NORTH EAST,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,843,Medium,232,539,65,30800,Medium,0.93806693714089,Average,45,36,Medium,Medium
LEPplus,NORTHAMPTONSHIRE,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,220,Medium,67,125,26,31500,High,0.601157453761174,Very Low,35,,Medium,
LEPplus,OXFORDSHIRE LEP,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,713,Medium,232,365,105,29000,Medium,,Very Low,71,,High,
LEPplus,SHEFFIELD CITY REGION,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,547,Medium,154,340,48,31500,High,0.632357512410732,Very Low,40,,Medium,
LEPplus,SOLENT,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,914,Medium,288,491,122,36200,High,1.49272623995301,High,43,46,Medium,Medium
LEPplus,SOUTH EAST,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,2151,Medium,631,1274,221,35700,High,1.10186847705383,Average,58,71,Medium,High
LEPplus,SOUTH EAST MIDLANDS,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,1250,Medium,364,746,126,35900,High,1.36900260071601,High,57,49,Medium,Medium
LEPplus,STOKE-ON-TRENT AND STAFFORDSHIRE,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,527,Medium,169,276,74,27500,Medium,0.974966926763961,Average,36,58,Medium,Medium
LEPplus,SWANSEA BAY CITY REGION,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,358,Medium,99,228,28,25700,Medium,1.17075493472698,Average,47,,Medium,
LEPplus,SWINDON AND WILTSHIRE,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,331,Medium,98,194,35,41100,High,0.941561339367695,Average,50,,Medium,
LEPplus,TEES VALLEY,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,308,Medium,89,187,29,27200,Medium,1.03518131486501,Average,33,,Medium,
LEPplus,THAMES VALLEY BERKSHIRE,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,633,Medium,187,371,68,37300,High,1.36251807839051,High,82,,High,
LEPplus,THE MARCHES,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,312,Medium,99,166,42,32400,High,0.958127895242982,Average,44,,Medium,
LEPplus,WEST OF ENGLAND,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,872,Medium,299,406,151,31900,High,1.51265707006668,Very High,56,69,Medium,High
LEPplus,WORCESTERSHIRE,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,261,Medium,87,127,42,30700,Medium,0.935696357332529,Average,43,,Medium,
LEPplus,"YORK, NORTH YORKSHIRE AND EAST RIDING",Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,303,Medium,83,194,23,25900,Medium,0.538295481405813,Very Low,,,,
LEPplus,BELFAST METROPOLITAN AREA,Legal Associate Professionals,Associate Professional And Technical Occupations,Legal Assoc. Profnls,145,Low,31,9,84,23500,Low,0.724465542977051,Low,,61,,Medium
LEPplus,BLACK COUNTRY,Legal Associate Professionals,Associate Professional And Technical Occupations,Legal Assoc. Profnls,72,Low,15,5,42,26300,Medium,0.308817403521668,Very Low,,,,
LEPplus,BUCKINGHAMSHIRE THAMES VALLEY,Legal Associate Professionals,Associate Professional And Technical Occupations,Legal Assoc. Profnls,68,Low,14,4,40,32400,High,0.545835567457577,Very Low,,,,
LEPplus,CARDIFF CAPITAL REGION,Legal Associate Professionals,Associate Professional And Technical Occupations,Legal Assoc. Profnls,101,Low,22,6,59,28100,Medium,0.34592437125241,Very Low,,59,,Medium
LEPplus,CHESHIRE AND WARRINGTON,Legal Associate Professionals,Associate Professional And Technical Occupations,Legal Assoc. Profnls,185,Low,39,12,108,26900,Medium,0.895064770166131,Average,,82,,High
LEPplus,COAST TO CAPITAL,Legal Associate Professionals,Associate Professional And Technical Occupations,Legal Assoc. Profnls,255,Low,54,16,148,32400,High,0.552240869073793,Very Low,,62,,Medium
LEPplus,CORNWALL AND THE ISLES OF SCILLY,Legal Associate Professionals,Associate Professional And Technical Occupations,Legal Assoc. Profnls,61,Low,13,4,35,32200,High,0.522180590799488,Very Low,,,,
LEPplus,COVENTRY AND WARWICKSHIRE,Legal Associate Professionals,Associate Professional And Technical Occupations,Legal Assoc. Profnls,133,Low,28,8,77,27600,Medium,0.662570543045394,Very Low,,42,,Medium
LEPplus,CUMBRIA,Legal Associate Professionals,Associate Professional And Technical Occupations,Legal Assoc. Profnls,15,Low,3,1,9,44200,Very High,0.132160566238305,Very Low,,,,
