geography_type,geography_name,occupation,occupation_group,occ_abb,demand_entry,demand_ticker,demand_entry_sl,demand_entry_fe,demand_entry_he,reg_salary,reg_salary_label,lq,lq_label,fe_opportunity_score,he_opportunity_score,fe_opportunity_level,he_opportunity_level 
Nation,WALES,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,2306,Medium,462.59,787.67,879.44,25700,Medium,0.973615849477468,Average,61,81,Medium,High
Region,EAST MIDLANDS,Administrative Occupations: Finance,Administrative And Secretarial Occupations,Administrative: Finance,8405,High,5787.49,1649.56,856.68,25100,Medium,0.847661457343306,Average,51,99,Medium,Very High
Region,EAST OF ENGLAND,Administrative Occupations: Finance,Administrative And Secretarial Occupations,Administrative: Finance,13505,High,9412.58,2488.89,1419.82,28000,Medium,1.02016255660704,Average,52,,Medium,
Region,GREATER LONDON,Administrative Occupations: Finance,Administrative And Secretarial Occupations,Administrative: Finance,24414,High,16424.15,4711.95,2918.48,36200,High,1.25663147312516,High,54,99,Medium,Very High
Region,NORTH EAST ENGLAND,Administrative Occupations: Finance,Administrative And Secretarial Occupations,Administrative: Finance,3137,High,2057.41,608.03,420.28,27900,Medium,0.589244471187168,Very Low,40,,Medium,
Region,NORTH WEST ENGLAND,Administrative Occupations: Finance,Administrative And Secretarial Occupations,Administrative: Finance,13539,High,9030.39,2616.02,1681.48,27300,Medium,1.0983219006179,Average,41,99,Medium,Very High
Region,SOUTH EAST ENGLAND,Administrative Occupations: Finance,Administrative And Secretarial Occupations,Administrative: Finance,21764,High,14563.01,4199.23,2676.91,29300,Medium,1.1051439077716,Average,52,99,Medium,Very High
Region,SOUTH WEST ENGLAND,Administrative Occupations: Finance,Administrative And Secretarial Occupations,Administrative: Finance,11961,High,8272.97,2385.84,1157.54,27400,Medium,1.00992115263746,Average,53,99,Medium,Very High
Region,WEST MIDLANDS,Administrative Occupations: Finance,Administrative And Secretarial Occupations,Administrative: Finance,11399,High,7779.89,2269.98,1197.24,27400,Medium,0.966116838584662,Average,44,99,Medium,Very High
Region,YORKSHIRE AND THE HUMBER,Administrative Occupations: Finance,Administrative And Secretarial Occupations,Administrative: Finance,10355,High,6952.31,1953.36,1288.91,26600,Medium,0.917514539581618,Average,45,99,Medium,Very High
Region,EAST MIDLANDS,Administrative Occupations: Government and Related Organisations,Administrative And Secretarial Occupations,Administrative: Government,3045,Medium,1658.71,1091.03,191.82,27300,Medium,0.781283907365125,Low,51,93,Medium,Very High
Region,EAST OF ENGLAND,Administrative Occupations: Government and Related Organisations,Administrative And Secretarial Occupations,Administrative: Government,3109,Medium,1705,1125.55,180.89,28200,Medium,0.597492387190327,Very Low,45,,Medium,
Region,GREATER LONDON,Administrative Occupations: Government and Related Organisations,Administrative And Secretarial Occupations,Administrative: Government,8315,Medium,4003.12,2850.87,949.12,34900,High,1.08885013490291,Average,53,99,Medium,Very High
Region,NORTH EAST ENGLAND,Administrative Occupations: Government and Related Organisations,Administrative And Secretarial Occupations,Administrative: Government,2961,High,1650.77,1071.35,155.19,30000,Medium,1.41499944078466,High,58,,Medium,
Region,NORTH WEST ENGLAND,Administrative Occupations: Government and Related Organisations,Administrative And Secretarial Occupations,Administrative: Government,4917,Medium,2850.7,1816.54,162.26,27800,Medium,1.01479922493903,Average,42,86,Medium,High
Region,SOUTH EAST ENGLAND,Administrative Occupations: Government and Related Organisations,Administrative And Secretarial Occupations,Administrative: Government,5273,Medium,2796.07,1880.95,387.17,29400,Medium,0.681200175661919,Low,46,94,Medium,Very High
Region,SOUTH WEST ENGLAND,Administrative Occupations: Government and Related Organisations,Administrative And Secretarial Occupations,Administrative: Government,3042,Medium,1605.08,1077.36,233.58,28800,Medium,0.653455550300131,Very Low,47,,Medium,
Region,WEST MIDLANDS,Administrative Occupations: Government and Related Organisations,Administrative And Secretarial Occupations,Administrative: Government,4379,Medium,2210.93,1530.55,414.16,28700,Medium,0.944223285441456,Average,47,99,Medium,Very High
Region,YORKSHIRE AND THE HUMBER,Administrative Occupations: Government and Related Organisations,Administrative And Secretarial Occupations,Administrative: Government,4057,Medium,2178.55,1446.67,280.49,28100,Medium,0.91454424850355,Average,46,96,Medium,Very High
Region,EAST MIDLANDS,Administrative Occupations: Office Managers and Supervisors,Administrative And Secretarial Occupations,Administrative: Office Mngrs,2109,Medium,1292.64,816.36,0,36900,High,1.03343772385163,Average,74,,High,
Region,EAST OF ENGLAND,Administrative Occupations: Office Managers and Supervisors,Administrative And Secretarial Occupations,Administrative: Office Mngrs,2805,Medium,1680.45,1124.55,0,35800,High,1.0295102353034,Average,75,,High,
Region,GREATER LONDON,Administrative Occupations: Office Managers and Supervisors,Administrative And Secretarial Occupations,Administrative: Office Mngrs,5379,Medium,3269.73,2109.27,0,46100,Very High,1.34522072294925,High,76,,High,
Region,NORTH EAST ENGLAND,Administrative Occupations: Office Managers and Supervisors,Administrative And Secretarial Occupations,Administrative: Office Mngrs,860,Medium,524.88,335.12,0,37000,High,0.784878551173157,Low,62,,Medium,
Region,NORTH WEST ENGLAND,Administrative Occupations: Office Managers and Supervisors,Administrative And Secretarial Occupations,Administrative: Office Mngrs,2954,Medium,1745.71,1208.29,0,36800,High,1.1643312624776,Average,63,,Medium,
Region,SOUTH EAST ENGLAND,Administrative Occupations: Office Managers and Supervisors,Administrative And Secretarial Occupations,Administrative: Office Mngrs,4357,Medium,2643.64,1713.36,0,39100,High,1.07495600179426,Average,77,,High,
Region,SOUTH WEST ENGLAND,Administrative Occupations: Office Managers and Supervisors,Administrative And Secretarial Occupations,Administrative: Office Mngrs,2472,Medium,1512.35,959.65,0,39800,High,1.01412492475659,Average,75,,High,
Region,WEST MIDLANDS,Administrative Occupations: Office Managers and Supervisors,Administrative And Secretarial Occupations,Administrative: Office Mngrs,1958,Low,1183.1,774.9,0,36700,High,0.806303597618968,Low,61,,Medium,
Region,YORKSHIRE AND THE HUMBER,Administrative Occupations: Office Managers and Supervisors,Administrative And Secretarial Occupations,Administrative: Office Mngrs,2194,Medium,1324,870,0,37700,High,0.944544638806646,Average,65,,Medium,
Region,EAST MIDLANDS,Administrative Occupations: Records,Administrative And Secretarial Occupations,Administrative: Records,6144,High,4244.05,1899.95,0,29000,Medium,1.03095448502952,Average,64,,Medium,
Region,EAST OF ENGLAND,Administrative Occupations: Records,Administrative And Secretarial Occupations,Administrative: Records,7978,High,5612.8,2365.2,0,28700,Medium,1.00270317343907,Average,64,,Medium,
Region,GREATER LONDON,Administrative Occupations: Records,Administrative And Secretarial Occupations,Administrative: Records,12783,Medium,8975.33,3807.67,0,35100,High,1.09472578608915,Average,60,,Medium,
Region,NORTH EAST ENGLAND,Administrative Occupations: Records,Administrative And Secretarial Occupations,Administrative: Records,2502,Medium,1715.41,786.59,0,29200,Medium,0.781937190439927,Low,49,,Medium,
Region,NORTH WEST ENGLAND,Administrative Occupations: Records,Administrative And Secretarial Occupations,Administrative: Records,9494,High,6752.87,2741.13,0,28300,Medium,1.28143283867094,High,52,,Medium,
Region,SOUTH EAST ENGLAND,Administrative Occupations: Records,Administrative And Secretarial Occupations,Administrative: Records,13236,High,9400.72,3835.28,0,30100,Medium,1.11825395218154,Average,67,,High,
Region,SOUTH WEST ENGLAND,Administrative Occupations: Records,Administrative And Secretarial Occupations,Administrative: Records,7055,Medium,5099.53,1955.47,0,27200,Medium,0.991107044064375,Average,61,,Medium,
Region,WEST MIDLANDS,Administrative Occupations: Records,Administrative And Secretarial Occupations,Administrative: Records,7703,High,5410.46,2292.54,0,28500,Medium,1.08624142813966,Average,56,,Medium,
Region,YORKSHIRE AND THE HUMBER,Administrative Occupations: Records,Administrative And Secretarial Occupations,Administrative: Records,6184,Medium,4362.17,1821.83,0,29400,Medium,0.911666295969698,Average,52,,Medium,
Region,EAST MIDLANDS,Agricultural and Related Trades,Skilled Trades Occupations,Agricultural Trades,2296,Medium,1011.8,1065.42,213.84,29600,Medium,0.793954628264859,Low,64,,Medium,
Region,EAST OF ENGLAND,Agricultural and Related Trades,Skilled Trades Occupations,Agricultural Trades,4249,Medium,1850.4,2063.65,327.43,33100,High,1.10052675265426,Average,74,,High,
Region,GREATER LONDON,Agricultural and Related Trades,Skilled Trades Occupations,Agricultural Trades,2762,Low,1187.95,1570.12,3.93,44000,Very High,0.487451879172245,Very Low,59,,Medium,
Region,NORTH EAST ENGLAND,Agricultural and Related Trades,Skilled Trades Occupations,Agricultural Trades,843,Low,383.33,349.12,108.12,35400,High,0.542934769189633,Very Low,49,,Medium,
Region,NORTH WEST ENGLAND,Agricultural and Related Trades,Skilled Trades Occupations,Agricultural Trades,4486,Medium,1990.34,1994.97,489.37,36600,High,1.24778973002254,High,59,99,Medium,Very High
Region,SOUTH EAST ENGLAND,Agricultural and Related Trades,Skilled Trades Occupations,Agricultural Trades,8192,Medium,3611.04,4196.28,376.17,36200,High,1.42629428685092,High,79,,High,
Region,SOUTH WEST ENGLAND,Agricultural and Related Trades,Skilled Trades Occupations,Agricultural Trades,3932,Medium,1688.7,1818.95,414.73,35800,High,1.13834150147134,Average,63,99,Medium,Very High
Region,WEST MIDLANDS,Agricultural and Related Trades,Skilled Trades Occupations,Agricultural Trades,3534,Medium,1566.6,1640.09,319.9,38500,High,1.02699546380607,Average,66,99,High,Very High
Region,YORKSHIRE AND THE HUMBER,Agricultural and Related Trades,Skilled Trades Occupations,Agricultural Trades,2828,Medium,1253.39,1087.23,476.29,37800,High,0.859174421752505,Average,55,,Medium,
Region,EAST MIDLANDS,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,727,Low,386.82,225.08,86.63,24300,Medium,0.788826178628629,Low,22,46,Low,Medium
Region,EAST OF ENGLAND,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,1526,Low,700.4,565.41,200.86,26400,Medium,1.24019938017172,High,40,84,Medium,High
Region,GREATER LONDON,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,519,Low,261.97,161.14,72.17,31800,High,0.287407790345954,Very Low,36,35,Medium,Medium
Region,NORTH EAST ENGLAND,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,254,Low,77.73,135.31,33.91,28200,Medium,0.513306660599078,Very Low,32,,Low,
Region,NORTH WEST ENGLAND,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,2142,Low,1006.28,777.66,275.68,25900,Medium,1.86949671879618,Very High,46,63,Medium,Medium
Region,SOUTH EAST ENGLAND,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,2573,Low,1037.15,1131.86,322.34,25700,Medium,1.40566583178704,High,48,89,Medium,High
Region,SOUTH WEST ENGLAND,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,1333,Low,561.59,551.78,172.87,23800,Low,1.21091124710378,High,38,67,Medium,High
Region,WEST MIDLANDS,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,896,Low,267.52,484.8,119.45,32400,High,0.817020762199984,Low,42,60,Medium,Medium
Region,YORKSHIRE AND THE HUMBER,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,1047,Low,430.56,434.59,142.86,23800,Low,0.998094630057791,Average,26,,Low,
Region,EAST MIDLANDS,"Architects, Town Planners and Surveyors",Professional Occupations,Architects/Surveyors,1287,Low,85.92,237.55,845.38,45300,Very High,0.702317016273341,Low,47,78,Medium,High
Region,EAST OF ENGLAND,"Architects, Town Planners and Surveyors",Professional Occupations,Architects/Surveyors,2258,Medium,164.43,390.52,1478.33,45800,Very High,0.922929767912735,Average,51,99,Medium,Very High
Region,GREATER LONDON,"Architects, Town Planners and Surveyors",Professional Occupations,Architects/Surveyors,5853,Medium,380.78,926.03,3905.63,51700,Very High,1.63011199037523,Very High,60,99,Medium,Very High
Region,NORTH EAST ENGLAND,"Architects, Town Planners and Surveyors",Professional Occupations,Architects/Surveyors,636,Low,41.84,110.31,407.05,41400,High,0.646409958604361,Very Low,31,75,Low,High
Region,NORTH WEST ENGLAND,"Architects, Town Planners and Surveyors",Professional Occupations,Architects/Surveyors,2640,Medium,186.05,494.97,1706.16,47300,Very High,1.15882246939047,Average,49,88,Medium,High
Region,SOUTH EAST ENGLAND,"Architects, Town Planners and Surveyors",Professional Occupations,Architects/Surveyors,4156,Medium,308.55,688.33,2717.91,47500,Very High,1.14189344765407,Average,56,99,Medium,Very High
Region,SOUTH WEST ENGLAND,"Architects, Town Planners and Surveyors",Professional Occupations,Architects/Surveyors,1865,Low,123.29,319.34,1231.91,48100,Very High,0.852057178370161,Average,51,96,Medium,Very High
Region,WEST MIDLANDS,"Architects, Town Planners and Surveyors",Professional Occupations,Architects/Surveyors,2108,Medium,147.27,366.62,1383.18,47600,Very High,0.966726068372117,Average,48,99,Medium,Very High
Region,YORKSHIRE AND THE HUMBER,"Architects, Town Planners and Surveyors",Professional Occupations,Architects/Surveyors,1641,Low,105.38,296.32,1074.92,46400,Very High,0.786758345333033,Low,45,70,Medium,High
Region,EAST MIDLANDS,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,2658,Medium,424.47,545.78,1218.84,34500,High,0.622762079482219,Very Low,34,73,Medium,High
Region,EAST OF ENGLAND,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,4126,Medium,947.59,868.71,1752.78,39500,High,0.724079879052252,Low,36,82,Medium,High
Region,GREATER LONDON,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,23087,High,4182.47,7706.71,8174.5,45000,Very High,2.76069837876834,Very High,61,89,Medium,High
Region,NORTH EAST ENGLAND,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,1135,Medium,285.36,220.66,471.42,33900,High,0.49528973124044,Very Low,20,73,Low,High
Region,NORTH WEST ENGLAND,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,4150,Medium,740.66,1049.47,1712.54,40200,High,0.782120405616752,Low,31,71,Low,High
Region,SOUTH EAST ENGLAND,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,8106,Medium,1613.06,2076.64,3294.27,40800,High,0.956245007877772,Average,41,79,Medium,High
Region,SOUTH WEST ENGLAND,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,4774,Medium,1154.71,1013.89,2017.95,38200,High,0.936450568463535,Average,41,72,Medium,High
Region,WEST MIDLANDS,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,3775,Medium,597.32,907.08,1664.85,37900,High,0.743296895097028,Low,38,80,Medium,High
Region,YORKSHIRE AND THE HUMBER,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,3288,Medium,536.36,644.49,1546.34,36200,High,0.676826143318061,Low,27,76,Low,High
Region,EAST MIDLANDS,Building Finishing Trades,Skilled Trades Occupations,Building Finishing Trades,962,Low,221.29,740.71,0,28000,Medium,0.745470466441038,Low,49,,Medium,
Region,EAST OF ENGLAND,Building Finishing Trades,Skilled Trades Occupations,Building Finishing Trades,1916,Low,447.57,1468.43,0,27300,Medium,1.11209259105505,Average,58,,Medium,
Region,GREATER LONDON,Building Finishing Trades,Skilled Trades Occupations,Building Finishing Trades,2596,Low,582.3,2013.7,0,35500,High,1.02670182113618,Average,48,,Medium,
Region,NORTH EAST ENGLAND,Building Finishing Trades,Skilled Trades Occupations,Building Finishing Trades,439,Low,97.36,341.64,0,27800,Medium,0.633601460408108,Very Low,35,,Medium,
Region,NORTH WEST ENGLAND,Building Finishing Trades,Skilled Trades Occupations,Building Finishing Trades,1622,Low,377.58,1244.42,0,26600,Medium,1.01103119771651,Average,47,,Medium,
Region,SOUTH EAST ENGLAND,Building Finishing Trades,Skilled Trades Occupations,Building Finishing Trades,2580,Low,583.83,1996.17,0,26700,Medium,1.00663140267701,Average,55,,Medium,
Region,SOUTH WEST ENGLAND,Building Finishing Trades,Skilled Trades Occupations,Building Finishing Trades,2187,Medium,499.14,1687.86,0,26600,Medium,1.41885956729062,High,63,,Medium,
Region,WEST MIDLANDS,Building Finishing Trades,Skilled Trades Occupations,Building Finishing Trades,1635,Low,381.26,1253.74,0,28600,Medium,1.06475896808627,Average,54,,Medium,
Region,YORKSHIRE AND THE HUMBER,Building Finishing Trades,Skilled Trades Occupations,Building Finishing Trades,1166,Low,271.01,894.99,0,26000,Medium,0.79383831055766,Low,44,,Medium,
Region,EAST MIDLANDS,"Business, Finance and Related Associate Professionals",Associate Professional And Technical Occupations,Business Assoc. Profnls,5161,Medium,978.86,886.96,2769.46,38800,High,0.759186747099525,Low,53,75,Medium,High
Region,EAST OF ENGLAND,"Business, Finance and Related Associate Professionals",Associate Professional And Technical Occupations,Business Assoc. Profnls,9685,High,1829.41,1850.47,5118.59,37800,High,1.06709836945178,Average,59,95,Medium,Very High
Region,GREATER LONDON,"Business, Finance and Related Associate Professionals",Associate Professional And Technical Occupations,Business Assoc. Profnls,26696,High,4742.11,3478.3,15279.43,45600,Very High,2.004219237755,Very High,61,99,Medium,Very High
Region,NORTH EAST ENGLAND,"Business, Finance and Related Associate Professionals",Associate Professional And Technical Occupations,Business Assoc. Profnls,1478,Medium,284.97,313.04,755.76,39400,High,0.404935145404138,Very Low,43,57,Medium,Medium
Region,NORTH WEST ENGLAND,"Business, Finance and Related Associate Professionals",Associate Professional And Technical Occupations,Business Assoc. Profnls,9017,Medium,1778.59,1722.37,4649.39,37900,High,1.06692812925162,Average,46,84,Medium,High
Region,SOUTH EAST ENGLAND,"Business, Finance and Related Associate Professionals",Associate Professional And Technical Occupations,Business Assoc. Profnls,13802,High,2604.92,2267.13,7471.21,41200,High,1.02223837428824,Average,52,89,Medium,High
Region,SOUTH WEST ENGLAND,"Business, Finance and Related Associate Professionals",Associate Professional And Technical Occupations,Business Assoc. Profnls,7455,High,1333.6,1161.6,4199.67,39200,High,0.918116233324725,Average,54,86,Medium,High
Region,WEST MIDLANDS,"Business, Finance and Related Associate Professionals",Associate Professional And Technical Occupations,Business Assoc. Profnls,5750,Medium,1066.62,994.6,3112.47,37900,High,0.710821872558265,Low,42,77,Medium,High
Region,YORKSHIRE AND THE HUMBER,"Business, Finance and Related Associate Professionals",Associate Professional And Technical Occupations,Business Assoc. Profnls,5424,Medium,1016.12,1030.63,2889.7,38200,High,0.700991211408043,Low,47,72,Medium,High
Region,EAST MIDLANDS,"Business, Research and Administrative Professionals",Professional Occupations,Business Profnls,4683,Medium,0,85.04,3897.6,44000,Very High,0.719283919615009,Low,25,99,Low,Very High
Region,EAST OF ENGLAND,"Business, Research and Administrative Professionals",Professional Occupations,Business Profnls,7183,Medium,0,142.7,5889.13,44700,Very High,0.82636541363276,Low,23,99,Low,Very High
Region,GREATER LONDON,"Business, Research and Administrative Professionals",Professional Occupations,Business Profnls,26740,High,0,634.5,21984.05,48800,Very High,2.09614764812518,Very High,44,99,Medium,Very High
Region,NORTH EAST ENGLAND,"Business, Research and Administrative Professionals",Professional Occupations,Business Profnls,1279,Medium,0,32.23,1078.11,46500,Very High,0.365883661747641,Very Low,,90,,Very High
Region,NORTH WEST ENGLAND,"Business, Research and Administrative Professionals",Professional Occupations,Business Profnls,7053,Medium,0,116.73,5851.03,46100,Very High,0.871381657680917,Average,9,99,Very Low,Very High
Region,SOUTH EAST ENGLAND,"Business, Research and Administrative Professionals",Professional Occupations,Business Profnls,12438,Medium,0,264.24,10250.6,46700,Very High,0.961882766830582,Average,24,99,Low,Very High
Region,SOUTH WEST ENGLAND,"Business, Research and Administrative Professionals",Professional Occupations,Business Profnls,7041,Medium,0,149.47,5769.52,48800,Very High,0.905411064047142,Average,35,99,Medium,Very High
Region,WEST MIDLANDS,"Business, Research and Administrative Professionals",Professional Occupations,Business Profnls,5897,Medium,0,123.43,4850.28,43900,Very High,0.76117672558992,Low,22,99,Low,Very High
Region,YORKSHIRE AND THE HUMBER,"Business, Research and Administrative Professionals",Professional Occupations,Business Profnls,5533,Medium,0,97.24,4606.52,48900,Very High,0.746646436811209,Low,16,99,Low,Very High
Region,EAST MIDLANDS,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,19572,Very High,4117.24,15060.32,380.74,24400,Medium,1.02441072463969,Average,99,64,Very High,Medium
Region,EAST OF ENGLAND,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,25147,Very High,5217.1,19554.17,363.2,24000,Low,0.985859812340993,Average,98,79,Very High,High
Region,GREATER LONDON,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,25105,High,5069.02,19670.4,351.61,28600,Medium,0.670630666410478,Low,86,64,High,Medium
Region,NORTH EAST ENGLAND,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,12859,Very High,2625.28,9962.54,258.01,24800,Medium,1.25355208789729,High,97,56,Very High,Medium
Region,NORTH WEST ENGLAND,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,29702,Very High,6375.22,22534.48,748.98,24700,Medium,1.2504978222431,High,88,75,High,High
Region,SOUTH EAST ENGLAND,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,31922,Very High,6425.17,24939.61,523.87,24600,Medium,0.841248689395514,Average,95,56,Very High,Medium
Region,SOUTH WEST ENGLAND,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,26896,Very High,5536.74,21006.92,336.63,24900,Medium,1.17858759286498,Average,99,70,Very High,High
Region,WEST MIDLANDS,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,24305,Very High,4927.71,18876.3,473.34,24600,Medium,1.06908617628844,Average,96,63,Very High,Medium
Region,YORKSHIRE AND THE HUMBER,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,23842,Very High,4817.49,18225.06,738.51,25300,Medium,1.09637652021441,Average,90,79,Very High,High
Region,EAST MIDLANDS,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,11450,Very High,4660.78,4508.16,1735.21,25200,Medium,0.830118657397593,Low,68,99,High,Very High
Region,EAST OF ENGLAND,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,15334,Very High,6172.44,6039.63,2378.17,24500,Medium,0.832683999287752,Low,64,99,Medium,Very High
Region,GREATER LONDON,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,38740,Very High,15199,15470.24,6224.48,27800,Medium,1.43343689473752,High,73,99,High,Very High
Region,NORTH EAST ENGLAND,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,6353,Very High,2583.97,2546.87,929.75,25500,Medium,0.857846971731159,Average,62,99,Medium,Very High
Region,NORTH WEST ENGLAND,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,21930,Very High,9099.11,8239.46,3478.41,23500,Low,1.2788854800227,High,60,99,Medium,Very High
Region,SOUTH EAST ENGLAND,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,28561,Very High,11468,11143.33,4534.44,24400,Medium,1.04256585077975,Average,70,99,High,Very High
Region,SOUTH WEST ENGLAND,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,16392,Very High,6660.7,6374.86,2550.71,22500,Low,0.994951458822192,Average,71,99,High,Very High
Region,WEST MIDLANDS,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,16627,Very High,6998.23,6103.62,2645.4,26000,Medium,1.0130403974959,Average,62,99,Medium,Very High
Region,YORKSHIRE AND THE HUMBER,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,15377,Very High,6461.3,5519.82,2549.12,23400,Low,0.979454883274466,Average,59,99,Medium,Very High
Region,EAST OF ENGLAND,Conservation and Environmental Associate Professionals,Associate Professional And Technical Occupations,Environmental Assoc. Profnls,339,Low,72.75,67.96,177.31,25800,Medium,2.63894942121537,Very High,,,,
Region,NORTH EAST ENGLAND,Conservation and Environmental Associate Professionals,Associate Professional And Technical Occupations,Environmental Assoc. Profnls,64,Low,13.73,12.83,33.48,26500,Medium,1.23884664481778,High,,,,
Region,SOUTH EAST ENGLAND,Conservation and Environmental Associate Professionals,Associate Professional And Technical Occupations,Environmental Assoc. Profnls,78,Low,16.74,15.64,40.8,28500,Medium,0.408160804040309,Very Low,,,,
Region,SOUTH WEST ENGLAND,Conservation and Environmental Associate Professionals,Associate Professional And Technical Occupations,Environmental Assoc. Profnls,214,Low,45.93,42.9,111.93,21300,Low,1.86204567113812,Very High,,72,,High
Region,YORKSHIRE AND THE HUMBER,Conservation and Environmental Associate Professionals,Associate Professional And Technical Occupations,Environmental Assoc. Profnls,86,Low,18.46,17.24,44.98,24000,Low,0.785267964555272,Low,,,,
Region,EAST MIDLANDS,Construction and Building Trades,Skilled Trades Occupations,Construction Trades,4861,Medium,1137.5,3719.86,0,32200,High,0.870668063722045,Average,52,,Medium,
Region,EAST OF ENGLAND,Construction and Building Trades,Skilled Trades Occupations,Construction Trades,7998,High,1835.65,6154.46,0,34200,High,1.07299689603897,Average,57,,Medium,
Region,GREATER LONDON,Construction and Building Trades,Skilled Trades Occupations,Construction Trades,14064,Medium,3501.14,10552.63,0,41200,High,1.28564221727604,High,60,,Medium,
Region,NORTH EAST ENGLAND,Construction and Building Trades,Skilled Trades Occupations,Construction Trades,2529,Medium,595.58,1931.31,0,31900,High,0.843669020022399,Average,38,,Medium,
Region,NORTH WEST ENGLAND,Construction and Building Trades,Skilled Trades Occupations,Construction Trades,7520,Medium,1817.1,5695.53,0,33500,High,1.08343577245011,Average,48,,Medium,
Region,SOUTH EAST ENGLAND,Construction and Building Trades,Skilled Trades Occupations,Construction Trades,9515,Medium,2314.54,7192.15,0,35100,High,0.858086726940645,Average,53,,Medium,
Region,SOUTH WEST ENGLAND,Construction and Building Trades,Skilled Trades Occupations,Construction Trades,7990,High,1952.2,6032.01,0,33000,High,1.19814404178331,Average,60,,Medium,
Region,WEST MIDLANDS,Construction and Building Trades,Skilled Trades Occupations,Construction Trades,6104,Medium,1510.67,4589.03,0,33300,High,0.918797273541186,Average,48,,Medium,
Region,YORKSHIRE AND THE HUMBER,Construction and Building Trades,Skilled Trades Occupations,Construction Trades,5894,Medium,1422.8,4466.98,0,31200,Medium,0.927502861899273,Average,49,,Medium,
Region,EAST MIDLANDS,Construction and Building Trades Supervisors,Skilled Trades Occupations,Construction Trades Supvrs,226,Low,90.47,112.64,21.1,32600,High,0.778828535406293,Low,47,,Medium,
Region,EAST OF ENGLAND,Construction and Building Trades Supervisors,Skilled Trades Occupations,Construction Trades Supvrs,271,Low,108.49,135.07,25.3,36600,High,0.699508150427031,Low,44,,Medium,
Region,GREATER LONDON,Construction and Building Trades Supervisors,Skilled Trades Occupations,Construction Trades Supvrs,476,Low,190.55,237.25,44.44,36700,High,0.83719117655501,Average,47,,Medium,
Region,NORTH EAST ENGLAND,Construction and Building Trades Supervisors,Skilled Trades Occupations,Construction Trades Supvrs,169,Low,67.65,84.23,15.78,32400,High,1.08471688243856,Average,39,,Medium,
Region,NORTH WEST ENGLAND,Construction and Building Trades Supervisors,Skilled Trades Occupations,Construction Trades Supvrs,365,Low,146.12,181.92,34.07,37200,High,1.01177656765756,Average,44,,Medium,
Region,SOUTH EAST ENGLAND,Construction and Building Trades Supervisors,Skilled Trades Occupations,Construction Trades Supvrs,867,Low,347.07,432.13,80.94,36000,High,1.50434660933986,Very High,63,,Medium,
Region,SOUTH WEST ENGLAND,Construction and Building Trades Supervisors,Skilled Trades Occupations,Construction Trades Supvrs,220,Low,88.07,109.65,20.54,34500,High,0.634733406697949,Very Low,44,,Medium,
